Reportable name	Marker	Laboratory	Cell Subtype
CD16+56 Abs Cyto-Chex BCT-CL	no marker	Laboratory 2	Natural killer cell
CD19 % Cyto-Chex BCT-CL	no marker	Laboratory 2	Lymphocyte B
CD19 Abs Cyto-Chex BCT-CL	no marker	Laboratory 2	Lymphocyte B
CD3 % Cyto-Chex BCT-CL	no marker	Laboratory 2	Lymphocyte T
CD3 Abs Cyto-Chex BCT-CL	no marker	Laboratory 2	Lymphocyte T
CD4 % Cyto-Chex BCT-CL	no marker	Laboratory 2	Lymphocyte T, CD4-positive
CD4 Abs Cyto-Chex BCT-CL	no marker	Laboratory 2	Lymphocyte T, CD4-positive
CD8 % Cyto-Chex BCT-CL	no marker	Laboratory 2	Lymphocyte T, CD8-positive
CD8 % Cyto-Chex BCT-CL	no marker	Laboratory 2	Lymphocyte T, CD8-positive
CD8 % Cyto-Chex BCT-CL	no marker	Laboratory 2	Lymphocyte T, CD8-positive
CD8 % Cyto-Chex BCT-CL	no marker	Laboratory 2	Lymphocyte T, CD8-positive
CD8 Abs Cyto-Chex BCT-CL	no marker	Laboratory 2	Lymphocyte T, CD8-positive
CD8 Abs Cyto-Chex BCT-CL	no marker	Laboratory 2	Lymphocyte T, CD8-positive
CD8 Abs Cyto-Chex BCT-CL	no marker	Laboratory 2	Lymphocyte T, CD8-positive
CD8 Abs Cyto-Chex BCT-CL	no marker	Laboratory 2	Lymphocyte T, CD8-positive
45+CD19+IgD+CD27-CD80+ (%CD19)	CD80	Laboratory 1	Lymphocyte B, naive
45+CD19+IgD+CD27+CD80+ (%CD19)	CD80	Laboratory 1	Lymphocyte B, unswitched memory
45+CD19+IgD-CD27-CD80+ (%CD19)	CD80	Laboratory 1	Lymphocyte B, immature
45+CD19+IgD-CD27+CD80+ (%CD19)	CD80	Laboratory 1	Lymphocyte B, memory
45+CD19+IgD-CD27+CD38HiCD80+ (%CD19)	CD80	Laboratory 1	Plasma cell/Plasmablast
45+CD19+IgD+CD27-CD86+ (%CD19)	CD86	Laboratory 1	Lymphocyte B, naive
45+CD19+IgD+CD27+CD86+ (%CD19)	CD86	Laboratory 1	Lymphocyte B, unswitched memory
45+CD19+IgD-CD27-CD86+ (%CD19)	CD86	Laboratory 1	Lymphocyte B, immature
45+CD19+IgD-CD27+CD86+ (%CD19)	CD86	Laboratory 1	Lymphocyte B, memory
45+CD19+IgD-CD27+CD38HiCD86+ (%CD19)	CD86	Laboratory 1	Plasma cell/Plasmablast
Lymphs+Monos (%CD45)	no marker	Laboratory 1	Leukocyte
CD45+CD19+ (%Lymphs+Monos)	no marker	Laboratory 1	Lymphocyte B
45+CD19+IgD+CD27- (%CD19)	no marker	Laboratory 1	Lymphocyte B, naive
45+CD19+IgD+CD27+ (%CD19)	no marker	Laboratory 1	Lymphocyte B, unswitched memory
45+CD19+IgD-CD27- (%CD19)	no marker	Laboratory 1	Lymphocyte B, immature
45+CD19+IgD-CD27+ (%CD19)	no marker	Laboratory 1	Lymphocyte B, memory
45+CD19+IgD-CD27+CD38Hi (%CD19)	no marker	Laboratory 1	Plasma cell/Plasmablast
45+CD19+IgD+CD27-CD80+ ABS	CD80	Laboratory 1	Lymphocyte B, naive
45+CD19+IgD+CD27+CD80+ ABS	CD80	Laboratory 1	Lymphocyte B, unswitched memory
45+CD19+IgD-CD27-CD80+ ABS	CD80	Laboratory 1	Lymphocyte B, immature
45+CD19+IgD-CD27+CD80+ ABS	CD80	Laboratory 1	Lymphocyte B, memory
45+CD19+IgD-CD27+CD38HiCD80+ ABS	CD80	Laboratory 1	Plasma cell/Plasmablast
45+CD19+IgD+CD27-CD86+ ABS	CD86	Laboratory 1	Lymphocyte B, naive
45+CD19+IgD+CD27+CD86+ ABS	CD86	Laboratory 1	Lymphocyte B, unswitched memory
45+CD19+IgD-CD27-CD86+ ABS	CD86	Laboratory 1	Lymphocyte B, immature
45+CD19+IgD-CD27+CD86+ ABS	CD86	Laboratory 1	Lymphocyte B, memory
45+CD19+IgD-CD27+CD38HiCD86+ ABS	CD86	Laboratory 1	Plasma cell/Plasmablast
Lymphs+Monos ABS	no marker	Laboratory 1	Leukocyte
CD45+CD19+ ABS	no marker	Laboratory 1	Lymphocyte B
45+CD19+IgD+CD27- CD80_BV421 MFI	CD80	Laboratory 1	Lymphocyte B, naive
45+CD19+IgD+CD27+ CD80_BV421 MFI	CD80	Laboratory 1	Lymphocyte B, unswitched memory
45+CD19+IgD-CD27- CD80_BV421 MFI	CD80	Laboratory 1	Lymphocyte B, immature
45+CD19+IgD-CD27+ CD80_BV421 MFI	CD80	Laboratory 1	Lymphocyte B, memory
45+CD19+IgD-CD27+CD38Hi CD80_BV421 MFI	CD80	Laboratory 1	Plasma cell/Plasmablast
45+CD19+IgD+CD27- CD86_PE MFI	CD86	Laboratory 1	Lymphocyte B, naive
45+CD19+IgD+CD27+ CD86_PE MFI	CD86	Laboratory 1	Lymphocyte B, unswitched memory
45+CD19+IgD-CD27- CD86_PE MFI	CD86	Laboratory 1	Lymphocyte B, immature
45+CD19+IgD-CD27+ CD86_PE MFI	CD86	Laboratory 1	Lymphocyte B, memory
45+CD19+IgD-CD27+CD38Hi CD86_PE MFI	CD86	Laboratory 1	Plasma cell/Plasmablast
45+CD19+IgD-CD27- ABS	no marker	Laboratory 1	Lymphocyte B, immature
45+CD19+IgD-CD27+ ABS	no marker	Laboratory 1	Lymphocyte B, memory
45+CD19+IgD-CD27+CD38Hi ABS	no marker	Laboratory 1	Plasma cell/Plasmablast
45+CD19+IgD+CD27- ABS	no marker	Laboratory 1	Lymphocyte B, naive
45+CD19+IgD+CD27+ ABS	no marker	Laboratory 1	Lymphocyte B, unswitched memory
CD19+ CD80_BV421 MFI	CD80	Laboratory 1	Lymphocyte B
CD19+ CD86_PE MFI	CD86	Laboratory 1	Lymphocyte B
CD19+CD80+ (%CD19+)	CD80	Laboratory 1	Lymphocyte B
CD19+CD80+ ABS	CD80	Laboratory 1	Lymphocyte B
CD19+CD86+ (%CD19+)	CD86	Laboratory 1	Lymphocyte B
CD19+CD86+ ABS	CD86	Laboratory 1	Lymphocyte B
3+4+45RA-CD183-CD185+CD278+ (%CD4)	CD278	Laboratory 1	Lymphocyte T, follicular helper
3+4+45RA-CD183-CD185+CD278+CD279+ (%CD4)	CD278+CD279+	Laboratory 1	Lymphocyte T, follicular helper
3+4+45RA-CD183-CD185+CD279+ (%CD4)	CD279	Laboratory 1	Lymphocyte T, follicular helper
CD3+CD4+ (%CD3)	no marker	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD4+ (%CD3)	no marker	Laboratory 1	Lymphocyte T, CD4-positive
CD3+CD8+ (%CD3)	no marker	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+ (%CD3)	no marker	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+ (%CD3)	no marker	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+ (%CD3)	no marker	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+ (%CD3)	no marker	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+ (%CD3)	no marker	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+ (%CD3)	no marker	Laboratory 1	Lymphocyte T, CD8-positive
CD3+CD8+ (%CD3)	no marker	Laboratory 1	Lymphocyte T, CD8-positive
3+4+45RA-CD183-CD185+ (%CD4)	no marker	Laboratory 1	Lymphocyte T, follicular helper
3+4+45RA-CD183-CD185+CD278+ ABS	CD278	Laboratory 1	Lymphocyte T, follicular helper
3+4+45RA-CD183-CD185+CD278+CD279+ ABS	CD278+CD279+	Laboratory 1	Lymphocyte T, follicular helper
3+4+45RA-CD183-CD185+CD279+ ABS	CD279	Laboratory 1	Lymphocyte T, follicular helper
3+4+45RA-CD183-CD185+ ABS	no marker	Laboratory 1	Lymphocyte T, follicular helper
3+4+45RA-CD183-CD185+ CD278_PE MFI	CD278	Laboratory 1	Lymphocyte T, follicular helper
3+4+45RA-CD183-CD185+ CD279_BV421 MFI	CD279	Laboratory 1	Lymphocyte T, follicular helper
Lin-DR+14+16-CD80+ (%cMono)	CD80	Laboratory 1	Classical monocyte
Lin-DR+14+16-CD80+ (%cMono)	CD80	Laboratory 1	Classical monocyte
Lin-DR+14-11c+123-16+CD80+ (%CD16+mDC)	CD80	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16+CD80+ (%CD16+mDC)	CD80	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16-CD80+ (%CD16-mDC)	CD80	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16-CD80+ (%CD16-mDC)	CD80	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-CD80+ (%mDC)	CD80	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-CD80+ (%mDC)	CD80	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-123+11c-CD80+ (%pDC)	CD80	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+14-123+11c-CD80+ (%pDC)	CD80	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+16+14-CD80+ (%ncMono)	CD80	Laboratory 1	Non classical monocyte
Lin-DR+16+14-CD80+ (%ncMono)	CD80	Laboratory 1	Non classical monocyte
Lin-DR+14+16-CD83+ (%cMono)	CD83	Laboratory 1	Classical monocyte
Lin-DR+14-11c+123-16+CD83+ (%CD16+mDC)	CD83	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16-CD83+ (%CD16-mDC)	CD83	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-CD83+ (%mDC)	CD83	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-123+11c-CD83+ (%pDC)	CD83	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+16+14-CD83+ (%ncMono)	CD83	Laboratory 1	Non classical monocyte
Lin-DR+14+16-CD86+ (%cMono)	CD86	Laboratory 1	Classical monocyte
Lin-DR+14+16-CD86+ (%cMono)	CD86	Laboratory 1	Classical monocyte
Lin-DR+14-11c+123-16+CD86+ (%CD16+mDC)	CD86	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16+CD86+ (%CD16+mDC)	CD86	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16-CD86+ (%CD16-mDC)	CD86	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16-CD86+ (%CD16-mDC)	CD86	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-CD86+ (%mDC)	CD86	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-CD86+ (%mDC)	CD86	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-123+11c-CD86+ (%pDC)	CD86	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+14-123+11c-CD86+ (%pDC)	CD86	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+16+14-CD86+ (%ncMono)	CD86	Laboratory 1	Non classical monocyte
Lin-DR+16+14-CD86+ (%ncMono)	CD86	Laboratory 1	Non classical monocyte
Lin-DR+14+16- (%Lymph/Mono)	no marker	Laboratory 1	Classical monocyte
Lin-DR+14+16- (%Lymph/Mono)	no marker	Laboratory 1	Classical monocyte
Lin-DR+14-11c+123- (%Lymph/Mono)	no marker	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123- (%Lymph/Mono)	no marker	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16- (%Lymph/Mono)	no marker	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16- (%Lymph/Mono)	no marker	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16+ (%Lymph/Mono)	no marker	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16+ (%Lymph/Mono)	no marker	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-123+11c- (%Lymph/Mono)	no marker	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+14-123+11c- (%Lymph/Mono)	no marker	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+16+14- (%Lymph/Mono)	no marker	Laboratory 1	Non classical monocyte
Lin-DR+16+14- (%Lymph/Mono)	no marker	Laboratory 1	Non classical monocyte
Lymph/Mono (%CD45)	no marker	Laboratory 1	Leukocyte
Lymph/Mono (%CD45)	no marker	Laboratory 1	Leukocyte
Lin-DR+14+16-CD80+ ABS	CD80	Laboratory 1	Classical monocyte
Lin-DR+14+16-CD80+ ABS	CD80	Laboratory 1	Classical monocyte
Lin-DR+14-11c+123-16+CD80+ ABS	CD80	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16+CD80+ ABS	CD80	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16-CD80+ ABS	CD80	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16-CD80+ ABS	CD80	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-CD80+ ABS	CD80	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-CD80+ ABS	CD80	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-123+11c-CD80+ ABS	CD80	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+14-123+11c-CD80+ ABS	CD80	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+16+14-CD80+ ABS	CD80	Laboratory 1	Non classical monocyte
Lin-DR+16+14-CD80+ ABS	CD80	Laboratory 1	Non classical monocyte
Lin-DR+14+16-CD83+ ABS	CD83	Laboratory 1	Classical monocyte
Lin-DR+14-11c+123-16+CD83+ ABS	CD83	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16-CD83+ ABS	CD83	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-CD83+ ABS	CD83	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-123+11c-CD83+ ABS	CD83	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+16+14-CD83+ ABS	CD83	Laboratory 1	Non classical monocyte
Lin-DR+14+16-CD86+ ABS	CD86	Laboratory 1	Classical monocyte
Lin-DR+14+16-CD86+ ABS	CD86	Laboratory 1	Classical monocyte
Lin-DR+14-11c+123-16+CD86+ ABS	CD86	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16+CD86+ ABS	CD86	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16-CD86+ ABS	CD86	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16-CD86+ ABS	CD86	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-CD86+ ABS	CD86	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-CD86+ ABS	CD86	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-123+11c-CD86+ ABS	CD86	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+14-123+11c-CD86+ ABS	CD86	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+16+14-CD86+ ABS	CD86	Laboratory 1	Non classical monocyte
Lin-DR+16+14-CD86+ ABS	CD86	Laboratory 1	Non classical monocyte
CD45+ Lymph/Mono ABS	no marker	Laboratory 1	Leukocyte
CD45+ Lymph/Mono ABS	no marker	Laboratory 1	Leukocyte
Lin-DR+14+16- ABS	no marker	Laboratory 1	Classical monocyte
Lin-DR+14+16- ABS	no marker	Laboratory 1	Classical monocyte
Lin-DR+14-11c+123- ABS	no marker	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123- ABS	no marker	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16- ABS	no marker	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16- ABS	no marker	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16+ ABS	no marker	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16+ ABS	no marker	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-123+11c- ABS	no marker	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+14-123+11c- ABS	no marker	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+16+14- ABS	no marker	Laboratory 1	Non classical monocyte
Lin-DR+16+14- ABS	no marker	Laboratory 1	Non classical monocyte
Lin-DR+14-11c+123-16+CD16_BV421 MFI	CD16	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14+16- CD80_PE MFI	CD80	Laboratory 1	Classical monocyte
Lin-DR+14+16- CD80_PE MFI	CD80	Laboratory 1	Classical monocyte
Lin-DR+14-11c+123- CD80_PE MFI	CD80	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123- CD80_PE MFI	CD80	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16- CD80_PE MFI	CD80	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16- CD80_PE MFI	CD80	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16+ CD80_PE MFI	CD80	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16+ CD80_PE MFI	CD80	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-123+11c- CD80_PE MFI	CD80	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+14-123+11c- CD80_PE MFI	CD80	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+16+14- CD80_PE MFI	CD80	Laboratory 1	Non classical monocyte
Lin-DR+16+14- CD80_PE MFI	CD80	Laboratory 1	Non classical monocyte
Lin-DR+14+16- CD83_PE-Cy5 MFI	CD83	Laboratory 1	Classical monocyte
Lin-DR+14-11c+123- CD83_PE-Cy5 MFI	CD83	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16- CD83_PE-Cy5 MFI	CD83	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16+ CD83_PE-Cy5 MFI	CD83	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-123+11c- CD83_PE-Cy5 MFI	CD83	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+16+14- CD83_PE-Cy5 MFI	CD83	Laboratory 1	Non classical monocyte
Lin-DR+14+16- CD86_APC MFI	CD86	Laboratory 1	Classical monocyte
Lin-DR+14+16- CD86_APC MFI	CD86	Laboratory 1	Classical monocyte
Lin-DR+14-11c+123- CD86_APC MFI	CD86	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123- CD86_APC MFI	CD86	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16- CD86_APC MFI	CD86	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16- CD86_APC MFI	CD86	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16+ CD86_APC MFI	CD86	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16+ CD86_APC MFI	CD86	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-123+11c- CD86_APC MFI	CD86	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+14-123+11c- CD86_APC MFI	CD86	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+16+14- CD86_APC MFI	CD86	Laboratory 1	Non classical monocyte
Lin-DR+16+14- CD86_APC MFI	CD86	Laboratory 1	Non classical monocyte
Lin-DR+14+16- HLA-DR_FITC MFI	HLA-DR	Laboratory 1	Classical monocyte
Lin-DR+14+16- HLA-DR_FITC MFI	HLA-DR	Laboratory 1	Classical monocyte
Lin-DR+14-11c+123- HLA-DR_FITC MFI	HLA-DR	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123- HLA-DR_FITC MFI	HLA-DR	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16- HLA-DR_FITC MFI	HLA-DR	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16- HLA-DR_FITC MFI	HLA-DR	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16+ HLA-DR_FITC MFI	HLA-DR	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16+ HLA-DR_FITC MFI	HLA-DR	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-123+11c- HLA-DR_FITC MFI	HLA-DR	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+14-123+11c- HLA-DR_FITC MFI	HLA-DR	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+16+14- HLA-DR_FITC MFI	HLA-DR	Laboratory 1	Non classical monocyte
Lin-DR+16+14- HLA-DR_FITC MFI	HLA-DR	Laboratory 1	Non classical monocyte
3+8+ %	no marker	Laboratory 1	Lymphocyte T, CD8-positive
3+8+ %	no marker	Laboratory 1	Lymphocyte T, CD8-positive
3+8+ %	no marker	Laboratory 1	Lymphocyte T, CD8-positive
3+8+ %	no marker	Laboratory 1	Lymphocyte T, CD8-positive
3+8+ Events	no marker	Laboratory 1	Lymphocyte T, CD8-positive
3+8+ Events	no marker	Laboratory 1	Lymphocyte T, CD8-positive
3+8+ Events	no marker	Laboratory 1	Lymphocyte T, CD8-positive
3+8+ Events	no marker	Laboratory 1	Lymphocyte T, CD8-positive
3+8+ MFI	no marker	Laboratory 1	Lymphocyte T, CD8-positive
3+8+ MFI	no marker	Laboratory 1	Lymphocyte T, CD8-positive
3+8+ MFI	no marker	Laboratory 1	Lymphocyte T, CD8-positive
3+8+ MFI	no marker	Laboratory 1	Lymphocyte T, CD8-positive
45-Sytox-EPCAM+ %	no marker	Laboratory 1	Malignant cell
45-Sytox-EPCAM+ Events	no marker	Laboratory 1	Malignant cell
45-Sytox-EPCAM+ MFI	no marker	Laboratory 1	Malignant cell
45-Sytox-EPCAM+CD134+ %	CD134	Laboratory 1	Malignant cell
45-Sytox-EPCAM+CD134+ MFI	CD134	Laboratory 1	Malignant cell
45-Sytox-EPCAM+CD137+ %	CD137	Laboratory 1	Malignant cell
45-Sytox-EPCAM+CD137+ MFI	CD137	Laboratory 1	Malignant cell
45-Sytox-EPCAM+CD152+ %	CD152	Laboratory 1	Malignant cell
45-Sytox-EPCAM+CD152+ MFI	CD152	Laboratory 1	Malignant cell
45-Sytox-EPCAM+CD25+ %	CD25	Laboratory 1	Malignant cell
45-Sytox-EPCAM+CD25+ MFI	CD25	Laboratory 1	Malignant cell
45-Sytox-EPCAM+CD274+ %	CD274	Laboratory 1	Malignant cell
45-Sytox-EPCAM+CD274+ MFI	CD274	Laboratory 1	Malignant cell
45-Sytox-EPCAM+CD278+ %	CD278	Laboratory 1	Malignant cell
45-Sytox-EPCAM+CD278+ MFI	CD278	Laboratory 1	Malignant cell
45-Sytox-EPCAM+CD279+ %	CD279	Laboratory 1	Malignant cell
45-Sytox-EPCAM+CD279+ MFI	CD279	Laboratory 1	Malignant cell
45-Sytox-EPCAM+CD314+ %	CD314	Laboratory 1	Malignant cell
45-Sytox-EPCAM+CD314+ MFI	CD314	Laboratory 1	Malignant cell
45-Sytox-EPCAM+CD366+ %	CD366	Laboratory 1	Malignant cell
45-Sytox-EPCAM+CD366+ MFI	CD366	Laboratory 1	Malignant cell
45-Sytox-EPCAM+CD69+ %	CD69	Laboratory 1	Malignant cell
45-Sytox-EPCAM+CD69+ MFI	CD69	Laboratory 1	Malignant cell
45+ %	no marker	Laboratory 1	Leukocyte
45+ Events	no marker	Laboratory 1	Leukocyte
45+Sytox- %	no marker	Laboratory 1	Leukocyte
45+Sytox- MFI	no marker	Laboratory 1	Leukocyte
45+Sytox-19+ %	no marker	Laboratory 1	Lymphocyte B
45+Sytox-19+ Events	no marker	Laboratory 1	Lymphocyte B
45+Sytox-19+ MFI	no marker	Laboratory 1	Lymphocyte B
45+Sytox-19+CD134+ %	CD134	Laboratory 1	Lymphocyte B
45+Sytox-19+CD134+ MFI	CD134	Laboratory 1	Lymphocyte B
45+Sytox-19+CD137+ %	CD137	Laboratory 1	Lymphocyte B
45+Sytox-19+CD137+ MFI	CD137	Laboratory 1	Lymphocyte B
45+Sytox-19+CD152+ %	CD152	Laboratory 1	Lymphocyte B
45+Sytox-19+CD152+ MFI	CD152	Laboratory 1	Lymphocyte B
45+Sytox-19+CD25+ %	CD25	Laboratory 1	Lymphocyte B
45+Sytox-19+CD25+ MFI	CD25	Laboratory 1	Lymphocyte B
45+Sytox-19+CD274+ %	CD274	Laboratory 1	Lymphocyte B
45+Sytox-19+CD274+ MFI	CD274	Laboratory 1	Lymphocyte B
45+Sytox-19+CD278+ %	CD278	Laboratory 1	Lymphocyte B
45+Sytox-19+CD278+ MFI	CD278	Laboratory 1	Lymphocyte B
45+Sytox-19+CD279+ %	CD279	Laboratory 1	Lymphocyte B
45+Sytox-19+CD279+ MFI	CD279	Laboratory 1	Lymphocyte B
45+Sytox-19+CD314+ %	CD314	Laboratory 1	Lymphocyte B
45+Sytox-19+CD314+ MFI	CD314	Laboratory 1	Lymphocyte B
45+Sytox-19+CD366+ %	CD366	Laboratory 1	Lymphocyte B
45+Sytox-19+CD366+ MFI	CD366	Laboratory 1	Lymphocyte B
45+Sytox-19+CD69+ %	CD69	Laboratory 1	Lymphocyte B
45+Sytox-19+CD69+ MFI	CD69	Laboratory 1	Lymphocyte B
45+Sytox-3-19- %	no marker	Laboratory 1	Leukocyte
45+Sytox-3-19- Events	no marker	Laboratory 1	Leukocyte
45+Sytox-3-19- MFI	no marker	Laboratory 1	Leukocyte
45+Sytox-3-19-14-56/16+ %	no marker	Laboratory 1	Natural killer cell
45+Sytox-3-19-14-56/16+ %	no marker	Laboratory 1	Natural killer cell
45+Sytox-3-19-14-56/16+ %	no marker	Laboratory 1	Natural killer cell
45+Sytox-3-19-14-56/16+ %	no marker	Laboratory 1	Natural killer cell
45+Sytox-3-19-14-56/16+ Events	no marker	Laboratory 1	Natural killer cell
45+Sytox-3-19-14-56/16+ Events	no marker	Laboratory 1	Natural killer cell
45+Sytox-3-19-14-56/16+ Events	no marker	Laboratory 1	Natural killer cell
45+Sytox-3-19-14-56/16+ Events	no marker	Laboratory 1	Natural killer cell
45+Sytox-3-19-14-56/16+ MFI	no marker	Laboratory 1	Natural killer cell
45+Sytox-3-19-14-56/16+ MFI	no marker	Laboratory 1	Natural killer cell
45+Sytox-3-19-14-56/16+ MFI	no marker	Laboratory 1	Natural killer cell
45+Sytox-3-19-14-56/16+ MFI	no marker	Laboratory 1	Natural killer cell
45+Sytox-3-19-14-56/16+CD134+ %	CD134	Laboratory 1	Natural killer cell
45+Sytox-3-19-14-56/16+CD134+ %	CD134	Laboratory 1	Natural killer cell
45+Sytox-3-19-14-56/16+CD134+ %	CD134	Laboratory 1	Natural killer cell
45+Sytox-3-19-14-56/16+CD134+ %	CD134	Laboratory 1	Natural killer cell
45+Sytox-3-19-14-56/16+CD134+ MFI	CD134	Laboratory 1	Natural killer cell
45+Sytox-3-19-14-56/16+CD134+ MFI	CD134	Laboratory 1	Natural killer cell
45+Sytox-3-19-14-56/16+CD134+ MFI	CD134	Laboratory 1	Natural killer cell
45+Sytox-3-19-14-56/16+CD134+ MFI	CD134	Laboratory 1	Natural killer cell
45+Sytox-3-19-14-56/16+CD137+ %	CD137	Laboratory 1	Natural killer cell
45+Sytox-3-19-14-56/16+CD137+ %	CD137	Laboratory 1	Natural killer cell
45+Sytox-3-19-14-56/16+CD137+ %	CD137	Laboratory 1	Natural killer cell
45+Sytox-3-19-14-56/16+CD137+ %	CD137	Laboratory 1	Natural killer cell
